taxonid,drop_stage,drop_reason,scientific_name,main_common_name,category_iucn,taxon_group
60154,spatial_join,no spatial geometry in clean file,Dasyatis hypostigma,Groovebelly Stingray,EN,Fishes (not comprehensive)
60155,spatial_join,no spatial geometry in clean file,Hemitrygon izuensis,Izu Stingray,VU,Fishes (not comprehensive)
60484350,spatial_join,no spatial geometry in clean file,Scorpaena ascensionis,Ascension Scorpionfish,EN,Fishes (not comprehensive)
60159,spatial_join,no spatial geometry in clean file,Hypanus say,Bluntnose Stingray,NT,Fishes (not comprehensive)
60157,spatial_join,no spatial geometry in clean file,Hypanus longus,Longtail Stingray,VU,Fishes (not comprehensive)
60161,spatial_join,no spatial geometry in clean file,Styracura schmardae,Atlantic Chupare,EN,Fishes (not comprehensive)
60162,spatial_join,no spatial geometry in clean file,Taeniurops meyeni,Blotched Fantail Ray,VU,Fishes (not comprehensive)
60163,spatial_join,no spatial geometry in clean file,Acroteriobatus annulatus,Lesser Guitarfish,VU,Fishes (not comprehensive)
60166,spatial_join,no spatial geometry in clean file,Glaucostegus granulatus,Sharpnose Guitarfish,CR,Fishes (not comprehensive)
60167,spatial_join,no spatial geometry in clean file,Rhinobatos hynnicephalus,Ringed Guitarfish,EN,Fishes (not comprehensive)
60168,spatial_join,no spatial geometry in clean file,Pseudobatos leucorhynchus,Whitesnout Guitarfish,VU,Fishes (not comprehensive)
60170,spatial_join,no spatial geometry in clean file,Glaucostegus obtusus,Widenose Guitarfish,CR,Fishes (not comprehensive)
60171,spatial_join,no spatial geometry in clean file,Pseudobatos productus,Shovelnose Guitarfish,NT,Fishes (not comprehensive)
60172,spatial_join,no spatial geometry in clean file,Acroteriobatus salalah,Salalah Guitarfish,NT,Fishes (not comprehensive)
60175,spatial_join,no spatial geometry in clean file,Glaucostegus thouin,Clubnose Guitarfish,CR,Fishes (not comprehensive)
60176,spatial_join,no spatial geometry in clean file,Acroteriobatus zanzibarensis,Zanzibar Guitarfish,NT,Fishes (not comprehensive)
60484369,spatial_join,no spatial geometry in clean file,Scorpaena mellissii,Melliss's Scorpionfish,EN,Fishes (not comprehensive)
60177,spatial_join,no spatial geometry in clean file,Zapteryx exasperata,Banded Guitarfish,VU,Fishes (not comprehensive)
60178,spatial_join,no spatial geometry in clean file,Zapteryx xyster,Southern Banded Guitarfish,VU,Fishes (not comprehensive)
60179,spatial_join,no spatial geometry in clean file,Aptychotrema timorensis,Spotted Shovelnose Ray,VU,Fishes (not comprehensive)
60181,spatial_join,no spatial geometry in clean file,Rhynchobatus cooki,Clown Wedgefish,CR,Fishes (not comprehensive)
60180,spatial_join,no spatial geometry in clean file,Rhynchobatus luebberti,African Wedgefish,CR,Fishes (not comprehensive)
60182,spatial_join,no spatial geometry in clean file,Rhynchobatus springeri,Broadnose Wedgefish,CR,Fishes (not comprehensive)
20437783,spatial_join,no spatial geometry in clean file,Trachurus japonicus,Japanese Jack Mackerel,NT,Fishes (not comprehensive)
123423510,spatial_join,no spatial geometry in clean file,Thymichthys politus,Red Handfish,CR,Fishes (not comprehensive)
60187,spatial_join,no spatial geometry in clean file,Chimaera phantasma,Silver Chimaera,VU,Fishes (not comprehensive)
60194,spatial_join,no spatial geometry in clean file,Hydrolagus mitsukurii,Mitsukuri's Chimaera,NT,Fishes (not comprehensive)
21130020,spatial_join,no spatial geometry in clean file,Corcyrogobius lubbocki,,VU,Fishes (not comprehensive)
60198,spatial_join,no spatial geometry in clean file,Mobula munkiana,Munk's Pygmy Devil Ray,VU,Fishes (not comprehensive)
60199,spatial_join,no spatial geometry in clean file,Mobula tarapacana,Sicklefin Devil Ray,CR,Fishes (not comprehensive)
60200,spatial_join,no spatial geometry in clean file,Mobula thurstoni,Bentfin Devil Ray,CR,Fishes (not comprehensive)
60201,spatial_join,no spatial geometry in clean file,Sphyrna media,Scoophead Shark,CR,Fishes (not comprehensive)
60202,spatial_join,no spatial geometry in clean file,Sphyrna tudes,Smalleye Hammerhead,CR,Fishes (not comprehensive)
60203,spatial_join,no spatial geometry in clean file,Mustelus schmitti,Narrownose Smoothhound,CR,Fishes (not comprehensive)
60204,spatial_join,no spatial geometry in clean file,Mustelus higmani,Smalleye Smoothhound,EN,Fishes (not comprehensive)
60205,spatial_join,no spatial geometry in clean file,Mustelus minicanis,Venezuelan Dwarf Smoothhound,EN,Fishes (not comprehensive)
60208,spatial_join,no spatial geometry in clean file,Centrophorus tessellatus,Mosaic Gulper Shark,EN,Fishes (not comprehensive)
60213,spatial_join,no spatial geometry in clean file,Somniosus microcephalus,Greenland Shark,VU,Fishes (not comprehensive)
178999,spatial_join,no spatial geometry in clean file,Clinus latipennis,False Bay Klipfish,EN,Fishes (not comprehensive)
60217,spatial_join,no spatial geometry in clean file,Carcharhinus perezi,Caribbean Reef Shark,EN,Fishes (not comprehensive)
60218,spatial_join,no spatial geometry in clean file,Isogomphodon oxyrhynchus,Daggernose Shark,CR,Fishes (not comprehensive)
60219,spatial_join,no spatial geometry in clean file,Carcharhinus signatus,Night Shark,EN,Fishes (not comprehensive)
60225,spatial_join,no spatial geometry in clean file,Isurus paucus,Longfin Mako,EN,Fishes (not comprehensive)
124554059,spatial_join,no spatial geometry in clean file,Chiloscyllium plagiosum,Whitespotted Bambooshark,NT,Fishes (not comprehensive)
191311,spatial_join,no spatial geometry in clean file,Fundulus grandissimus,Giant Killifish,VU,Fishes (not comprehensive)
15184,spatial_join,no spatial geometry in clean file,Ogilbia galapagosensis,Galápagos Cuskeel,EN,Fishes (not comprehensive)
195409,spatial_join,no spatial geometry in clean file,Epinephelus itajara,Atlantic Goliath Grouper,VU,Fishes (not comprehensive)
122055529,spatial_join,no spatial geometry in clean file,Parkraemeria saltator,ギンポハゼ,NT,Fishes (not comprehensive)
195436,spatial_join,no spatial geometry in clean file,Hemiscyllium galei,Gale's Epaulette Shark,VU,Fishes (not comprehensive)
195437,spatial_join,no spatial geometry in clean file,Hemiscyllium henryi,Henry's Epaulette Shark,VU,Fishes (not comprehensive)
195438,spatial_join,no spatial geometry in clean file,Hemiscyllium michaeli,Michael's Epaulette Shark,VU,Fishes (not comprehensive)
195442,spatial_join,no spatial geometry in clean file,Hemitrygon parvonigra,Dwarf Black Stingray,VU,Fishes (not comprehensive)
183155,spatial_join,no spatial geometry in clean file,Anguilla mossambica,African Longfin Eel,NT,Fishes (not comprehensive)
195446,spatial_join,no spatial geometry in clean file,Dentiraja endeavouri,Endeavour Skate,NT,Fishes (not comprehensive)
11130,spatial_join,no spatial geometry in clean file,Lachnolaimus maximus,Hogfish,VU,Fishes (not comprehensive)
195455,spatial_join,no spatial geometry in clean file,Maculabatis astra,Blackspotted Whipray,NT,Fishes (not comprehensive)
195456,spatial_join,no spatial geometry in clean file,Himantura leoparda,Leopard Whipray,EN,Fishes (not comprehensive)
144141186,spatial_join,no spatial geometry in clean file,Ginglymostoma cirratum,Atlantic Nurse Shark,VU,Fishes (not comprehensive)
195459,spatial_join,no spatial geometry in clean file,Mobula alfredi,Reef Manta Ray,VU,Fishes (not comprehensive)
179081,spatial_join,no spatial geometry in clean file,Springeratus polyporatus,,EN,Fishes (not comprehensive)
2958,spatial_join,no spatial geometry in clean file,Brachionichthys hirsutus,Spotted Handfish,CR,Fishes (not comprehensive)
64400,spatial_join,no spatial geometry in clean file,Hyporthodus flavolimbatus,Yellowedge Grouper,VU,Fishes (not comprehensive)
195474,spatial_join,no spatial geometry in clean file,Rhinoptera jayakari,Oman Cownose Ray,EN,Fishes (not comprehensive)
195475,spatial_join,no spatial geometry in clean file,Rhynchobatus palpebratus,Eyebrow Wedgefish,NT,Fishes (not comprehensive)
64409,spatial_join,no spatial geometry in clean file,Mycteroperca fusca,Island Grouper,VU,Fishes (not comprehensive)
64410,spatial_join,no spatial geometry in clean file,Mycteroperca interstitialis,Yellowmouth Grouper,VU,Fishes (not comprehensive)
64411,spatial_join,no spatial geometry in clean file,Plectropomus areolatus,Squaretail Coralgrouper,VU,Fishes (not comprehensive)
158617,spatial_join,no spatial geometry in clean file,Squalus edmundsi,Edmunds’ Spurdog,NT,Fishes (not comprehensive)
125979553,spatial_join,no spatial geometry in clean file,Limia caymanensis,Grand Cayman Limia,NT,Fishes (not comprehensive)
195502,spatial_join,no spatial geometry in clean file,Anguilla australis,Shortfin Eel,NT,Fishes (not comprehensive)
60344,spatial_join,no spatial geometry in clean file,Anguilla anguilla,European Eel,CR,Fishes (not comprehensive)
64442,spatial_join,no spatial geometry in clean file,Zearaja maugeana,Maugean Skate,EN,Fishes (not comprehensive)
11200,spatial_join,no spatial geometry in clean file,Lamna nasus,Porbeagle,VU,Fishes (not comprehensive)
21130177,spatial_join,no spatial geometry in clean file,Gobius tetrophthalmus,,VU,Fishes (not comprehensive)
43974,spatial_join,no spatial geometry in clean file,Epinephelus akaara,Hong Kong Grouper,EN,Fishes (not comprehensive)
11206,spatial_join,no spatial geometry in clean file,Lampetra fluviatilis,European River Lamprey,NT,Fishes (not comprehensive)
183265,spatial_join,no spatial geometry in clean file,Tomicodon vermiculatus,Vermiculate Clingfish,VU,Fishes (not comprehensive)
183267,spatial_join,no spatial geometry in clean file,Leuresthes sardina,Gulf Grunion,NT,Fishes (not comprehensive)
199652,spatial_join,no spatial geometry in clean file,Sparisoma rocha,Trindade Parrotfish,EN,Fishes (not comprehensive)
166894,spatial_join,no spatial geometry in clean file,Anguilla bicolor,Shortfin Eel,NT,Fishes (not comprehensive)
183284,spatial_join,no spatial geometry in clean file,Daector schmitti,Schmitt's toadfish,VU,Fishes (not comprehensive)
250584055,spatial_join,no spatial geometry in clean file,Hippocampus haema,Korean Seahorse,VU,Fishes (not comprehensive)
158882810,spatial_join,no spatial geometry in clean file,Sebastes caurinus,Copper Rockfish,NT,Fishes (not comprehensive)
107604987,spatial_join,no spatial geometry in clean file,Maculabatis arabica,Pakistan Whipray,CR,Fishes (not comprehensive)
187392,spatial_join,no spatial geometry in clean file,Coris bulbifrons,Doubleheader,VU,Fishes (not comprehensive)
122055686,spatial_join,no spatial geometry in clean file,Sillago parvisquamis,Small-scale Sillago,EN,Fishes (not comprehensive)
107605000,spatial_join,no spatial geometry in clean file,Maculabatis bineeshi,Shorttail Whipray,CR,Fishes (not comprehensive)
183314,spatial_join,no spatial geometry in clean file,Poeciliopsis latidens,Lowland Livebearer,NT,Fishes (not comprehensive)
107605014,spatial_join,no spatial geometry in clean file,Maculabatis ambigua,Baraka's Whipray,NT,Fishes (not comprehensive)
177429528,spatial_join,no spatial geometry in clean file,Poecilia wingei,Endler's Livebearer,EN,Fishes (not comprehensive)
183326,spatial_join,no spatial geometry in clean file,Pseudogramma axelrodi,,NT,Fishes (not comprehensive)
152501278,spatial_join,no spatial geometry in clean file,Parmaturus angelae,Brazilian Filetail Catshark,VU,Fishes (not comprehensive)
19488,spatial_join,no spatial geometry in clean file,Rhincodon typus,Whale Shark,EN,Fishes (not comprehensive)
187425,spatial_join,no spatial geometry in clean file,Conniella apterygia,Mutant wrasse,VU,Fishes (not comprehensive)
144161826,spatial_join,no spatial geometry in clean file,Zearaja brevicaudata,Shorttail Yellownose Skate,VU,Fishes (not comprehensive)
187435,spatial_join,no spatial geometry in clean file,Halichoeres socialis,Social Wrasse,EN,Fishes (not comprehensive)
14134315,spatial_join,no spatial geometry in clean file,Dipturus canutus,Grey Skate,EN,Fishes (not comprehensive)
166966,spatial_join,no spatial geometry in clean file,Verasper variegatus,Spotted Halibut,VU,Fishes (not comprehensive)
183357,spatial_join,no spatial geometry in clean file,Colpichthys regis,,NT,Fishes (not comprehensive)
124488765,spatial_join,no spatial geometry in clean file,Squalus acutipinnis,Bluntnose Spurdog,NT,Fishes (not comprehensive)
183359,spatial_join,no spatial geometry in clean file,Tomicodon absitus,Distant clingfish,VU,Fishes (not comprehensive)
241151041,spatial_join,no spatial geometry in clean file,Tomiyamia nudicervica,シロチチブ,NT,Fishes (not comprehensive)
154699,spatial_join,no spatial geometry in clean file,Mugilogobius fasciatus,,NT,Fishes (not comprehensive)
154700,spatial_join,no spatial geometry in clean file,Enneapterygius namarrgon,Lightning Man Triplefin,EN,Fishes (not comprehensive)
183373,spatial_join,no spatial geometry in clean file,Hypsoblennius proteus,Socorro Blenny,VU,Fishes (not comprehensive)
187479,spatial_join,no spatial geometry in clean file,Tautoga onitis,Black-fish,VU,Fishes (not comprehensive)
154717,spatial_join,no spatial geometry in clean file,Anchoa choerostoma,Bermuda Anchovy,EN,Fishes (not comprehensive)
167006,spatial_join,no spatial geometry in clean file,Takifugu ocellatus,Ocellated Puffer,NT,Fishes (not comprehensive)
183393,spatial_join,no spatial geometry in clean file,Gillellus chathamensis,Cocos Stargazer,VU,Fishes (not comprehensive)
183395,spatial_join,no spatial geometry in clean file,Brachygenys jessiae,Black-striped Salema,VU,Fishes (not comprehensive)
154724,spatial_join,no spatial geometry in clean file,Myripristis clarionensis,Candil Amarillo,VU,Fishes (not comprehensive)
187495,spatial_join,no spatial geometry in clean file,Bodianus scrofa,Barred Hogfish,VU,Fishes (not comprehensive)
123427946,spatial_join,no spatial geometry in clean file,Acentrogobius veliensis,,EN,Fishes (not comprehensive)
154738,spatial_join,no spatial geometry in clean file,Callionymus comptus,Ornamented Dragonet,VU,Fishes (not comprehensive)
187506,spatial_join,no spatial geometry in clean file,Bodianus frenchii,Foxfish,NT,Fishes (not comprehensive)
158624882,spatial_join,no spatial geometry in clean file,Clidoderma asperrimum,Roughscale Sole,VU,Fishes (not comprehensive)
169229426,spatial_join,no spatial geometry in clean file,Squalus formosus,Taiwan Spurdog,EN,Fishes (not comprehensive)
154748,spatial_join,no spatial geometry in clean file,Lophius vomerinus,Cape Monk,NT,Fishes (not comprehensive)
104176764,spatial_join,no spatial geometry in clean file,Brevitrygon walga,Scaly Whipray,NT,Fishes (not comprehensive)
183422,spatial_join,no spatial geometry in clean file,Prionotus teaguei,Long-ray searobin,VU,Fishes (not comprehensive)
158878846,spatial_join,no spatial geometry in clean file,Leptachirus alleni,Allen’s Tailed Sole,VU,Fishes (not comprehensive)
187520,spatial_join,no spatial geometry in clean file,Achoerodus gouldii,Western Blue Groper,VU,Fishes (not comprehensive)
183427,spatial_join,no spatial geometry in clean file,Lepidonectes bimaculatus,Twinspot Triplefin,VU,Fishes (not comprehensive)
183433,spatial_join,no spatial geometry in clean file,Halichoeres salmofasciatus,,VU,Fishes (not comprehensive)
154763,spatial_join,no spatial geometry in clean file,Axoclinus multicinctus,Multibarred Triplefin,VU,Fishes (not comprehensive)
266886290,spatial_join,no spatial geometry in clean file,Neotrygon yakkoei,Japanese Bluespotted Maskray,NT,Fishes (not comprehensive)
154777,spatial_join,no spatial geometry in clean file,Ophidion fulvum,Earspot Cusk Eel,NT,Fishes (not comprehensive)
14134429,spatial_join,no spatial geometry in clean file,Gymnura marmorata,California Butterfly Ray,NT,Fishes (not comprehensive)
154783,spatial_join,no spatial geometry in clean file,Artedielloides auriculatus,,NT,Fishes (not comprehensive)
14134431,spatial_join,no spatial geometry in clean file,Gymnura crebripunctata,Mazatlan Butterfly Ray,NT,Fishes (not comprehensive)
183457,spatial_join,no spatial geometry in clean file,Colpichthys hubbsi,,EN,Fishes (not comprehensive)
241151143,spatial_join,no spatial geometry in clean file,Tasmanogobius lordi,Lord's Tasmangoby,VU,Fishes (not comprehensive)
44206,spatial_join,no spatial geometry in clean file,Oxynotus japonicus,Japanese Roughshark,VU,Fishes (not comprehensive)
183473,spatial_join,no spatial geometry in clean file,Thalassoma virens,Emerald wrasse,VU,Fishes (not comprehensive)
187572,spatial_join,no spatial geometry in clean file,Achoerodus viridis,Eastern Blue Groper,NT,Fishes (not comprehensive)
241151157,spatial_join,no spatial geometry in clean file,Malacoctenus brunoi,Trindade Scaled-Blenny,CR,Fishes (not comprehensive)
178938,spatial_join,no spatial geometry in clean file,Enneanectes smithi,,VU,Fishes (not comprehensive)
195772,spatial_join,no spatial geometry in clean file,Gymnothorax parini,,EN,Fishes (not comprehensive)
241151167,spatial_join,no spatial geometry in clean file,Malacoctenus carrowi,,NT,Fishes (not comprehensive)
82304194,spatial_join,no spatial geometry in clean file,Chrysiptera arnazae,Arnaz's Damselfish,VU,Fishes (not comprehensive)
44228,spatial_join,no spatial geometry in clean file,Bythaelurus hispidus,Bristly Catshark,NT,Fishes (not comprehensive)
183493,spatial_join,no spatial geometry in clean file,Tomicodon bidens,Bifid clingfish,VU,Fishes (not comprehensive)
241151177,spatial_join,no spatial geometry in clean file,Malacoctenus lianae,Noronha Scaly Blenny,EN,Fishes (not comprehensive)
187608,spatial_join,no spatial geometry in clean file,Halichoeres burekae,Mardi Gras Wrasse,EN,Fishes (not comprehensive)
183513,spatial_join,no spatial geometry in clean file,Paraclinus fehlmanni,,VU,Fishes (not comprehensive)
183519,spatial_join,no spatial geometry in clean file,Halichoeres malpelo,Malpelo wrasse,VU,Fishes (not comprehensive)
183525,spatial_join,no spatial geometry in clean file,Acanthemblemaria mangognatha,Revillagigedo Barnacle Blenny,VU,Fishes (not comprehensive)
241147112,spatial_join,no spatial geometry in clean file,Scartelaos gigas,Giant Mudskipper,VU,Fishes (not comprehensive)
183533,spatial_join,no spatial geometry in clean file,Batrachoides boulengeri,Boulenger's Toadfish,VU,Fishes (not comprehensive)
183535,spatial_join,no spatial geometry in clean file,Mccoskerichthys sandae,Tufted Blenny,NT,Fishes (not comprehensive)
154864,spatial_join,no spatial geometry in clean file,Sciaena callaensis,,CR,Fishes (not comprehensive)
250584311,spatial_join,no spatial geometry in clean file,Hippocampus nalu,Sodwana Pygmy Seahorse,NT,Fishes (not comprehensive)
154874,spatial_join,no spatial geometry in clean file,Hetereleotris georgegilli,Gill's Goby,NT,Fishes (not comprehensive)
154875,spatial_join,no spatial geometry in clean file,Cynoscion acoupa,Acoupa Weakfish,VU,Fishes (not comprehensive)
199932,spatial_join,no spatial geometry in clean file,Hemiscyllium freycineti,The Raja Ampat Epaulette Shark,NT,Fishes (not comprehensive)
61668607,spatial_join,no spatial geometry in clean file,Anguilla bengalensis,Indian Mottled Eel,NT,Fishes (not comprehensive)
169233669,spatial_join,no spatial geometry in clean file,Scoliodon macrorhynchos,New Spadenose Shark,NT,Fishes (not comprehensive)
187654,spatial_join,no spatial geometry in clean file,Labrus viridis,Green Wrasse,VU,Fishes (not comprehensive)
144137478,spatial_join,no spatial geometry in clean file,Carcharhinus cerdale,Pacific Smalltail Shark,CR,Fishes (not comprehensive)
183567,spatial_join,no spatial geometry in clean file,Stegastes redemptus,Clarion damselfish,VU,Fishes (not comprehensive)
154900,spatial_join,no spatial geometry in clean file,Nemipterus virgatus,Golden Threadfin Bream,VU,Fishes (not comprehensive)
183582,spatial_join,no spatial geometry in clean file,Halichoeres discolor,Cocos wrasse,VU,Fishes (not comprehensive)
183583,spatial_join,no spatial geometry in clean file,Acanthemblemaria atrata,Cocos Barnacle Blenny,VU,Fishes (not comprehensive)
195874,spatial_join,no spatial geometry in clean file,Elacatinus lobeli,Caribbean Neon Goby,NT,Fishes (not comprehensive)
195876,spatial_join,no spatial geometry in clean file,Gobiosoma schultzi,Maracaibo Goby,VU,Fishes (not comprehensive)
195878,spatial_join,no spatial geometry in clean file,Acyrtus pauciradiatus,Noronha Clingfish,EN,Fishes (not comprehensive)
162708774,spatial_join,no spatial geometry in clean file,Atractoscion aequidens,African Weakfish,NT,Fishes (not comprehensive)
183612,spatial_join,no spatial geometry in clean file,Axoclinus rubinoffi,Rubinoff's Triplefin,VU,Fishes (not comprehensive)
183621,spatial_join,no spatial geometry in clean file,Rypticus courtenayi,Socorran Soapfish,VU,Fishes (not comprehensive)
183625,spatial_join,no spatial geometry in clean file,Halichoeres insularis,Socorro wrasse,VU,Fishes (not comprehensive)
154957,spatial_join,no spatial geometry in clean file,Hypsoblennius striatus,Striated Blenny,NT,Fishes (not comprehensive)
197258574,spatial_join,no spatial geometry in clean file,Squalus boretzi,Boretz's Dogfish,NT,Fishes (not comprehensive)
59034974,spatial_join,no spatial geometry in clean file,Evynnis cardinalis,Threadfin Porgy,EN,Fishes (not comprehensive)
183647,spatial_join,no spatial geometry in clean file,Ogilbia cocoensis,Cocos Brotula,VU,Fishes (not comprehensive)
154986,spatial_join,no spatial geometry in clean file,Paraclinus magdalenae,Magdalena Blenny,EN,Fishes (not comprehensive)
183659,spatial_join,no spatial geometry in clean file,Cratinus agassizii,Graery threadfin seabass,NT,Fishes (not comprehensive)
159145328,spatial_join,no spatial geometry in clean file,Upeneus saiab,SAIAB Goatfish,EN,Fishes (not comprehensive)
68001143,spatial_join,no spatial geometry in clean file,Calumia papuensis,Papuan Coralgudgeon,NT,Fishes (not comprehensive)
98471289,spatial_join,no spatial geometry in clean file,Clupeonella engrauliformis,Anchovy Sprat,EN,Fishes (not comprehensive)
104025473,spatial_join,no spatial geometry in clean file,Myliobatis ridens,Shortnose Eagle Ray,CR,Fishes (not comprehensive)
183682,spatial_join,no spatial geometry in clean file,Cynoscion othonopterus,Gulf Corvina,VU,Fishes (not comprehensive)
155018,spatial_join,no spatial geometry in clean file,Sciades parkeri,Gillbacker Sea Catfish,VU,Fishes (not comprehensive)
183690,spatial_join,no spatial geometry in clean file,Xenichthys agassizii,White Salema,VU,Fishes (not comprehensive)
70688138,spatial_join,no spatial geometry in clean file,Dentiraja confusa,Longnose Skate,CR,Fishes (not comprehensive)
155021,spatial_join,no spatial geometry in clean file,Coryphopterus hyalinus,Glass Goby,VU,Fishes (not comprehensive)
183694,spatial_join,no spatial geometry in clean file,Platygillellus bussingi,Bussing's Stargazer,NT,Fishes (not comprehensive)
19855,spatial_join,no spatial geometry in clean file,Salmo salar,Atlantic Salmon,NT,Fishes (not comprehensive)
183703,spatial_join,no spatial geometry in clean file,Thalassoma robertsoni,,VU,Fishes (not comprehensive)
183705,spatial_join,no spatial geometry in clean file,Platygillellus altivelis,Sailfin Stargazer,NT,Fishes (not comprehensive)
241147290,spatial_join,no spatial geometry in clean file,Pomatoschistus anatoliae,,EN,Fishes (not comprehensive)
19875,spatial_join,no spatial geometry in clean file,Salvelinus confluentus,Bull Trout,VU,Fishes (not comprehensive)
196016,spatial_join,no spatial geometry in clean file,Eptatretus burgeri,Inshore Hagfish,NT,Fishes (not comprehensive)
162160049,spatial_join,no spatial geometry in clean file,Clupea manulensis,,CR,Fishes (not comprehensive)
19896,spatial_join,no spatial geometry in clean file,Sanopus astrifer,Whitespotted Toadfish,VU,Fishes (not comprehensive)
19897,spatial_join,no spatial geometry in clean file,Sanopus greenfieldorum,Whitelined Toadfish,VU,Fishes (not comprehensive)
19898,spatial_join,no spatial geometry in clean file,Sanopus reticulatus,Reticulated Toadfish,EN,Fishes (not comprehensive)
19899,spatial_join,no spatial geometry in clean file,Sanopus splendidus,Splendid Toadfish,EN,Fishes (not comprehensive)
183739,spatial_join,no spatial geometry in clean file,Xyrichtys wellingtoni,,VU,Fishes (not comprehensive)
158637499,spatial_join,no spatial geometry in clean file,Pseudopleuronectes yokohamae,Marbled Flounder,NT,Fishes (not comprehensive)
196030,spatial_join,no spatial geometry in clean file,Eptatretus longipinnis,Longfin Hagfish,VU,Fishes (not comprehensive)
183748,spatial_join,no spatial geometry in clean file,Gobiosoma homochroma,Plain Goby,NT,Fishes (not comprehensive)
183749,spatial_join,no spatial geometry in clean file,Myripristis gildi,Cardinal soldierfish,VU,Fishes (not comprehensive)
196038,spatial_join,no spatial geometry in clean file,Eptatretus octatrema,Eightgilled Hagfish,CR,Fishes (not comprehensive)
18177478,spatial_join,no spatial geometry in clean file,Pseudupeneus prayensis,West African Goatfish,VU,Fishes (not comprehensive)
130391495,spatial_join,no spatial geometry in clean file,Rhynchorhina mauritaniensis,False Shark Ray,CR,Fishes (not comprehensive)
196056,spatial_join,no spatial geometry in clean file,Myxine garmani,Mekura-unagi,VU,Fishes (not comprehensive)
183769,spatial_join,no spatial geometry in clean file,Paralabrax albomaculatus,Camotillo,EN,Fishes (not comprehensive)
183771,spatial_join,no spatial geometry in clean file,Halichoeres adustus,Black wrasse,VU,Fishes (not comprehensive)
183774,spatial_join,no spatial geometry in clean file,Azurina hirundo,Swallow damsel,NT,Fishes (not comprehensive)
196066,spatial_join,no spatial geometry in clean file,Myxine paucidens,Okina-mekura,EN,Fishes (not comprehensive)
196069,spatial_join,no spatial geometry in clean file,Myxine sotoi,Peixe-bruxa,VU,Fishes (not comprehensive)
196072,spatial_join,no spatial geometry in clean file,Nemamyxine kreffti,,NT,Fishes (not comprehensive)
19950,spatial_join,no spatial geometry in clean file,Scarus guacamaia,Rainbow Parrotfish,NT,Fishes (not comprehensive)
196080,spatial_join,no spatial geometry in clean file,Eptatretus cheni,,VU,Fishes (not comprehensive)
196082,spatial_join,no spatial geometry in clean file,Eptatretus fernholmi,,VU,Fishes (not comprehensive)
196084,spatial_join,no spatial geometry in clean file,Eptatretus nelsoni,,VU,Fishes (not comprehensive)
241147380,spatial_join,no spatial geometry in clean file,Periophthalmus spilotus,,VU,Fishes (not comprehensive)
196087,spatial_join,no spatial geometry in clean file,Eptatretus taiwanae,,EN,Fishes (not comprehensive)
183800,spatial_join,no spatial geometry in clean file,Akko rossi,Blackfin Specter Goby,EN,Fishes (not comprehensive)
122904064,spatial_join,no spatial geometry in clean file,Neochanna cleaveri,Australian Mudfish,EN,Fishes (not comprehensive)
158637575,spatial_join,no spatial geometry in clean file,Glyptocephalus kitaharae,Willowy Flounder,NT,Fishes (not comprehensive)
98471433,spatial_join,no spatial geometry in clean file,Clupeonella grimmi,Southern Caspian Sprat,EN,Fishes (not comprehensive)
141483531,spatial_join,no spatial geometry in clean file,Eviota pamae,Pam's Dwarfgoby,VU,Fishes (not comprehensive)
183826,spatial_join,no spatial geometry in clean file,Paraletharchus opercularis,Pouch snake eel,VU,Fishes (not comprehensive)
44563,spatial_join,no spatial geometry in clean file,Centrophorus isodon,Blackfin Gulper Shark,EN,Fishes (not comprehensive)
44567,spatial_join,no spatial geometry in clean file,Centroscyllium granulatum,Granular Dogfish,VU,Fishes (not comprehensive)
44571,spatial_join,no spatial geometry in clean file,Squatina armata,Chilean Angelshark,CR,Fishes (not comprehensive)
44575,spatial_join,no spatial geometry in clean file,Atlantoraja castelnaui,Spotback Skate,CR,Fishes (not comprehensive)
44577,spatial_join,no spatial geometry in clean file,Benthobatis kreffti,Krefft's Blind Numbfish,VU,Fishes (not comprehensive)
44578,spatial_join,no spatial geometry in clean file,Galeus mincaronei,Southern Sawtail Catshark,VU,Fishes (not comprehensive)
44580,spatial_join,no spatial geometry in clean file,Mustelus dorsalis,Sharptooth Smoothhound,VU,Fishes (not comprehensive)
44581,spatial_join,no spatial geometry in clean file,Mustelus fasciatus,Striped Smoothhound,CR,Fishes (not comprehensive)
159100452,spatial_join,no spatial geometry in clean file,Champsocephalus esox,Pike Icefish,VU,Fishes (not comprehensive)
44584,spatial_join,no spatial geometry in clean file,Pseudobatos planiceps,Pacific Guitarfish,VU,Fishes (not comprehensive)
187944,spatial_join,no spatial geometry in clean file,Tenualosa toli,Toli Shad,VU,Fishes (not comprehensive)
44586,spatial_join,no spatial geometry in clean file,Schroederichthys saurisqualus,Lizard Catshark,VU,Fishes (not comprehensive)
183852,spatial_join,no spatial geometry in clean file,Serranus socorroensis,Socorro Serrano,VU,Fishes (not comprehensive)
183855,spatial_join,no spatial geometry in clean file,Axoclinus cocoensis,Cocos Triplefin,VU,Fishes (not comprehensive)
44591,spatial_join,no spatial geometry in clean file,Sphyrna corona,Scalloped Bonnethead,CR,Fishes (not comprehensive)
183857,spatial_join,no spatial geometry in clean file,Daector reticulata,Reticulated Toadfish,VU,Fishes (not comprehensive)
44592,spatial_join,no spatial geometry in clean file,Hypanus guttatus,Longnose Stingray,NT,Fishes (not comprehensive)
