taxonid,assessment_id,assessment_date,year_published,iucn_assessment_url,iucn_citation,scientific_name,main_common_name,category,population_trend,number_of_mature_individuals,estimated_area_of_occupancy,estimated_extent_of_occurrence,taxon_rank,parent_taxonid,child_infrarank_taxonids,taxon_class,spatial_package,spatial_category,taxon_group,spatial_lookup_taxonid,spatial_lookup_source,iucn_has_ranges,iucn_has_points,category_iucn
188000682,188000698,2020-11-27T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/188000682/188000698,"Rodríguez-Olarte, D., Taphorn, D.C., DoNascimiento, CD, Mojica, J.I., Villa-Navarro, F. & Marrero, C. 2021. Hoplomyzon cardosoi. The IUCN Red List of Threatened Species 2021: e.T188000682A188000698. Accessed on 24 June 2026.",Hoplomyzon cardosoi,,EN,Unknown,,"16-2082,208","2082-7573,2082",species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",188000682,self,True,True,EN
188060303,271884545,2024-11-20T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/188060303/271884545,"Fontenelle, J.P., Sayer, C. & Fernando, E. 2025. Potamotrygon adamastor. The IUCN Red List of Threatened Species 2025: e.T188060303A271884545. Accessed on 24 June 2026.",Potamotrygon adamastor,Branco River Freshwater Stingray,EN,Decreasing,,724,724,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,EN,"Fish (sharks, freshwater)",188060303,self,True,False,EN
188062971,188067169,2022-05-06T01:00:00.000+01:00,2025,https://www.iucnredlist.org/species/188062971/188067169,"Araujo, M.L., Torres, Y.T.P., Charvet, P. & Sayer, C. 2025. Potamotrygon albimaculata. The IUCN Red List of Threatened Species 2025: e.T188062971A188067169. Accessed on 24 June 2026.",Potamotrygon albimaculata,Tapajós Freshwater Stingray,VU,Decreasing,,,,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,VU,"Fish (sharks, freshwater)",188062971,self,True,False,VU
188065333,273588295,2025-02-27T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/188065333/273588295,"Torres, Y.T.P., Charvet, P. & Rosa, R. 2025. Potamotrygon boesemani. The IUCN Red List of Threatened Species 2025: e.T188065333A273588295. Accessed on 24 June 2026.",Potamotrygon boesemani,Suriname Freshwater Stingray,VU,Decreasing,,8796,17692,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,VU,"Fish (sharks, freshwater)",188065333,self,True,False,VU
188065472,188067189,2022-12-02T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/188065472/188067189,"Fontenelle, J.P. 2025. Potamotrygon garmani. The IUCN Red List of Threatened Species 2025: e.T188065472A188067189. Accessed on 24 June 2026.",Potamotrygon garmani,Garman’s Freshwater Stingray,VU,Decreasing,,8700,11207,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,VU,"Fish (sharks, freshwater)",188065472,self,True,False,VU
188065667,188067194,2022-08-18T01:00:00.000+01:00,2025,https://www.iucnredlist.org/species/188065667/188067194,"Araujo, M.L., Torres, Y.T.P., Sayer, C. & Charvet, P. 2025. Potamotrygon jabuti. The IUCN Red List of Threatened Species 2025: e.T188065667A188067194. Accessed on 24 June 2026.",Potamotrygon jabuti,Pearl Freshwater Stingray,EN,Decreasing,,,,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,EN,"Fish (sharks, freshwater)",188065667,self,True,False,EN
188066059,188067199,2021-03-07T00:00:00.000+00:00,2022,https://www.iucnredlist.org/species/188066059/188067199,"Fontenelle, J.P. & Sayer, C. 2022. Potamotrygon limai. The IUCN Red List of Threatened Species 2022: e.T188066059A188067199. Accessed on 24 June 2026.",Potamotrygon limai,Madeira Freshwater Stingray,NT,Decreasing,,,,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,NT,"Fish (sharks, freshwater)",188066059,self,True,False,NT
188066124,188067204,2024-12-28T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/188066124/188067204,"Fontenelle, J.P. 2025. Potamotrygon pantanensis. The IUCN Red List of Threatened Species 2025: e.T188066124A188067204. Accessed on 24 June 2026.",Potamotrygon pantanensis,Pantanal Freshwater Stingray,VU,Decreasing,,,,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,VU,"Fish (sharks, freshwater)",188066124,self,True,False,VU
188066439,188067209,2023-03-02T00:00:00.000+00:00,2023,https://www.iucnredlist.org/species/188066439/188067209,"Rincon, G., Torres, Y.T.P., Sayer, C. & Charvet, P. 2023. Potamotrygon rex. The IUCN Red List of Threatened Species 2023: e.T188066439A188067209. Accessed on 24 June 2026.",Potamotrygon rex,Great Freshwater Stingray,NT,Decreasing,,,,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,NT,"Fish (sharks, freshwater)",188066439,self,True,False,NT
188066515,188067214,2024-12-01T00:00:00.000+00:00,2025,https://www.iucnredlist.org/species/188066515/188067214,"Torres, Y.T.P., Araujo, M.L., Sayer, C. & Charvet, P. 2025. Potamotrygon tatianae. The IUCN Red List of Threatened Species 2025: e.T188066515A188067214. Accessed on 24 June 2026.",Potamotrygon tatianae,Tatiana's Freshwater Stingray,VU,Decreasing,,17976,90353,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,VU,"Fish (sharks, freshwater)",188066515,self,True,False,VU
188066610,188067219,2022-04-29T01:00:00.000+01:00,2025,https://www.iucnredlist.org/species/188066610/188067219,"Araujo, M.L., Torres, Y.T.P., Sayer, C. & Fernando, E. 2025. Potamotrygon wallacei. The IUCN Red List of Threatened Species 2025: e.T188066610A188067219. Accessed on 24 June 2026.",Potamotrygon wallacei,Wallace's Freshwater Stingray,EN,Decreasing,,,,species,,[],CHONDRICHTHYES,FW_FISH; SHARKS_RAYS_CHIMAERAS,EN,"Fish (sharks, freshwater)",188066610,self,True,False,EN
190550138,190550152,2020-11-23T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/190550138/190550152,"Rodríguez-Olarte, D., Taphorn, D.C., DoNascimiento, CD, Mojica, J.I., Usma, S. & Marrero, C. 2021. Sturisoma graffini. The IUCN Red List of Threatened Species 2021: e.T190550138A190550152. Accessed on 24 June 2026.",Sturisoma graffini,,VU,Unknown,,"12-13960,1396","5061-36860,5061",species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",190550138,self,True,True,VU
190550787,190550819,2020-11-23T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/190550787/190550819,"Rodríguez-Olarte, D., Taphorn, D.C., DoNascimiento, CD, Mojica, J.I., Villa-Navarro, F. & Marrero, C. 2021. Hemigrammus changae. The IUCN Red List of Threatened Species 2021: e.T190550787A190550819. Accessed on 24 June 2026.",Hemigrammus changae,,VU,Stable,,"76-28656,1436","102893-173213,102893",species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",190550787,self,True,True,VU
190552041,190552056,2020-11-23T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/190552041/190552056,"Rodríguez-Olarte, D., DoNascimiento, CD, Mojica, J.I., Usma, S., Villa-Navarro, F. & Marrero, C. 2021. Chinchaysuyoa ortegai. The IUCN Red List of Threatened Species 2021: e.T190552041A190552056. Accessed on 24 June 2026.",Chinchaysuyoa ortegai,Peruvian Coastal Catfish,EN,Decreasing,,"8-96,8",96,species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",190552041,self,True,True,EN
190552112,190552169,2020-11-23T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/190552112/190552169,"Rodríguez-Olarte, D., Taphorn, D.C., Mojica, J.I., Usma, S., Villa-Navarro, F. & Marrero, C. 2021. Creagrutus yudja. The IUCN Red List of Threatened Species 2021: e.T190552112A190552169. Accessed on 24 June 2026.",Creagrutus yudja,,EN,Stable,,"8-2476,248",5234,species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",190552112,self,True,True,EN
190552225,214850858,2020-11-23T00:00:00.000+00:00,2022,https://www.iucnredlist.org/species/190552225/214850858,"Rodríguez-Olarte, D., Taphorn, D.C., Mojica, J.I., DoNascimiento, CD, Usma, S. & Marrero, C. 2022. Cyphocharax muyrakytan (amended version of 2021 assessment). The IUCN Red List of Threatened Species 2022: e.T190552225A214850858. Accessed on 24 June 2026.",Cyphocharax muyrakytan,,EN,Stable,,"20-4264,428","569-8526,569",species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",190552225,self,True,True,EN
190552352,190552399,2020-11-23T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/190552352/190552399,"Rodríguez-Olarte, D., DoNascimiento, CD, Mojica, J.I., Usma, S., Villa-Navarro, F. & Marrero, C. 2021. Melanorivulus ivinhemensis. The IUCN Red List of Threatened Species 2021: e.T190552352A190552399. Accessed on 24 June 2026.",Melanorivulus ivinhemensis,,EN,Stable,,"16-4928,48","230-5749,230",species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",190552352,self,True,True,EN
190552924,190552935,2020-11-23T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/190552924/190552935,"Rodríguez-Olarte, D., Taphorn, D.C., Mojica, J.I., DoNascimiento, CD, Villa-Navarro, F. & Marrero, C. 2021. Rineloricaria jurupari. The IUCN Red List of Threatened Species 2021: e.T190552924A190552935. Accessed on 24 June 2026.",Rineloricaria jurupari,,EN,Stable,,"24-5320,56","351-5884,351",species,,[],ACTINOPTERYGII,FW_FISH,EN,"Fish (sharks, freshwater)",190552924,self,True,True,EN
195440796,195440816,2021-01-29T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/195440796/195440816,"Nagy, B. & Watters, B. 2021. Nothobranchius elucens. The IUCN Red List of Threatened Species 2021: e.T195440796A195440816. Accessed on 24 June 2026.",Nothobranchius elucens,,VU,Unknown,,,4-1865,species,,[],ACTINOPTERYGII,FW_FISH,VU,"Fish (sharks, freshwater)",195440796,self,True,False,VU
197258574,197258666,2021-01-21T00:00:00.000+00:00,2021,https://www.iucnredlist.org/species/197258574/197258666,"Rigby, C.L., Orlov, A. & Derrick, D. 2021. Squalus boretzi. The IUCN Red List of Threatened Species 2021: e.T197258574A197258666. Accessed on 24 June 2026.",Squalus boretzi,Boretz's Dogfish,NT,Decreasing,,,,species,,[],CHONDRICHTHYES,SHARKS_RAYS_CHIMAERAS,NT,"Fish (sharks, freshwater)",197258574,self,True,False,NT
